id,path,md5,species,bcs,confidence,reasoning
3239,datasets/cat_10k/images/20562d6c43ed09a5bac0963b2fe7e695.jpg,20562d6c43ed09a5bac0963b2fe7e695,cat,1,8,"The cat appears emaciated with a highly prominent spine and pelvic bones clearly visible. The limbs are very thin, suggesting severe muscle wasting, and there is an overall angular appearance indicating a complete lack of fat covering."
25247,datasets/cat_10k/images/22b81d966622fda9109781c0040a45d1.jpg,22b81d966622fda9109781c0040a45d1,cat,1,4,"The crouching pose obscures primary landmarks like the ribs, waist, and abdomen. However, the visible features strongly indicate severe underweight. The face is extremely gaunt and angular, and the neck and visible front limb are very thin, suggesting significant muscle wasting and a complete lack of fat reserves. The overall frail appearance is consistent with an emaciated state."
9978,datasets/cat_10k/images/24d18c4cdc49c907a514dacfd437ae71.jpg,24d18c4cdc49c907a514dacfd437ae71,cat,1,8,"Severe muscle wasting is evident, with the spine and pelvic bones forming sharp, easily visible ridges. The face is gaunt and there is no discernible fat covering, indicating an emaciated state."
41724,datasets/cat_10k/images/27e13dfd35da6c5ebefb5229c215f323.jpg,27e13dfd35da6c5ebefb5229c215f323,cat,1,8,"Based on the clear side profile, the visual evidence strongly supports a BCS of 1/9 (Emaciated). The most prominent feature is the severe, extreme abdominal tuck; the ventral line sweeps sharply upward immediately behind the rib cage, indicating a total absence of abdominal fat. The rib cage is highly visible, with vertical shadows suggesting individual ribs are protruding with zero fat covering. Additionally, the pelvic bones (hips) are sharply angular and easily visible, and the spine appears rigid and bony without any surrounding tissue padding. The limbs and neck are disproportionately thin, which points to severe muscle wasting alongside the complete lack of subcutaneous fat deposits. The overall skeletal appearance perfectly aligns with an emaciated condition."
16411,datasets/cat_10k/images/2a1f491fd0ea2ea4ba2fc880029fbf3e.jpg,2a1f491fd0ea2ea4ba2fc880029fbf3e,cat,1,5,"The cat is shaved, clearly revealing severe muscle wasting and a complete lack of fat covering. The spine, ribs, and pelvic bones are starkly protruding and easily visible despite the loafing posture, indicating an emaciated state."
16532,datasets/cat_10k/images/2cc6275cd71c1312323fffa503306c1d.jpg,2cc6275cd71c1312323fffa503306c1d,cat,1,8,"The cat exhibits severe emaciation. Short fur clearly reveals starkly prominent ribs, spine, and pelvic bones. There is a severe abdominal tuck, sunken flanks, and obvious muscle wasting along the back and hind limbs, indicating a complete lack of fat covering."
235,datasets/cat_10k/images/2e21155232238d3d719e31b66fa4341d.jpg,2e21155232238d3d719e31b66fa4341d,cat,1,8,"The cat presents with an extremely narrow silhouette and spindly limbs, indicating severe muscle wasting and lack of fat. The head appears disproportionately large compared to the body, a classic visual sign of emaciation. The overall lack of body volume is profound."
2720,datasets/cat_10k/images/34e5775966dd2c75a3f646919b69faf7.jpg,34e5775966dd2c75a3f646919b69faf7,cat,1,8,Severe prominence of the spine and pelvic bones. Deep abdominal tuck and sunken flanks indicating significant muscle wasting and lack of fat.
41717,datasets/cat_10k/images/38179bc2e5f54392b7f174227866aa85.jpg,38179bc2e5f54392b7f174227866aa85,cat,1,9,"The image displays a cat in an emaciated state, consistent with a BCS of 1/9. The skeletal structure is extremely prominent. Individual ribs are sharply defined and easily visible along the thorax, indicating a complete lack of fat cover. The spine forms a sharp, continuous ridge along the back, and the pelvic bones protrude significantly near the base of the tail. From this side profile, there is a severe, exaggerated abdominal tuck, with the belly drawn tightly upward. The limbs and shoulders appear thin and bony, demonstrating severe muscle wasting. There are no visible fat deposits on the lumbar area, flanks, or face."
17034,datasets/cat_10k/images/38b8b9cd8c57713237e1c17821b4ef4b.jpg,38b8b9cd8c57713237e1c17821b4ef4b,cat,1,4,"The crouching pose obscures primary landmarks like the ribs, waist, and abdomen. However, the visible features strongly indicate severe underweight. The face is extremely gaunt and angular, and the neck and visible front limb are very thin, suggesting significant muscle wasting and a complete lack of fat reserves. The overall frail appearance is consistent with an emaciated state."
17083,datasets/cat_10k/images/39bee63c350b2516a5efcee4f5b1e38f.jpg,39bee63c350b2516a5efcee4f5b1e38f,cat,1,7,"The cat's spine and pelvic bones are sharply prominent and easily visible. There is severe muscle wasting, particularly noticeable over the hindquarters and back. The lack of any visible fat covering indicates an emaciated condition, despite the hunched posture."
41738,datasets/cat_10k/images/3dc59a2242307fe088aaf310e91a8bcc.jpg,3dc59a2242307fe088aaf310e91a8bcc,cat,1,8,"Based on the side profile, the cat exhibits an extreme and severe abdominal tuck, with the ventral line drawing sharply upward immediately behind the rib cage. The flanks are deeply sunken, indicating a complete absence of visible fat covering the ribs and lumbar region. The pelvic bones and dorsal spine appear angular and prominent, lacking any soft tissue padding. Furthermore, the limbs and neck are very thin, suggesting severe muscle wasting and a total depletion of fat reserves, which is highly consistent with an emaciated state (BCS 1/9)."
25291,datasets/cat_10k/images/486440cc71adbf6a702a7f2f6c498b8c.jpg,486440cc71adbf6a702a7f2f6c498b8c,cat,1,6,Severe muscle wasting and lack of fat are evident. The spine and pelvic bones protrude sharply and are easily visible despite the lying pose. Ribs are also discernible.
251,datasets/cat_10k/images/4ae27e220f198c2e1b59fb3986dbe834.jpg,4ae27e220f198c2e1b59fb3986dbe834,cat,1,9,"Severe emaciation with spine, pelvic bones, and ribs sharply protruding and easily visible. Extreme muscle wasting is evident on the limbs, shoulders, and back. No visible body fat."
83,datasets/cat_10k/images/4b116d442e1cb6e701f7cc9c82e26e7a.jpg,4b116d442e1cb6e701f7cc9c82e26e7a,cat,1,8,"Severe muscle wasting is evident. The spine forms a sharp, prominent ridge. Ribs and pelvic bones are clearly visible with no apparent fat covering."
254,datasets/cat_10k/images/4d55b07c65a911747ea07b6f67088198.jpg,4d55b07c65a911747ea07b6f67088198,cat,1,9,"Ribs, spine, and pelvic bones are sharply prominent and easily visible. Severe muscle wasting is apparent along the dorsal line and hindquarters. No visible fat covering."
25148,datasets/cat_10k/images/4e53431b13353c26cfa182e7a9f61e24.jpg,4e53431b13353c26cfa182e7a9f61e24,cat,1,9,"Severe muscle wasting is evident on the limbs and face. Skeletal structures including the spine, pelvis, and shoulder blades are highly prominent and easily visible despite the fur, indicating an extreme lack of body fat and muscle mass."
41727,datasets/cat_10k/images/4ed7759df88e181112ad3baaa47082c4.jpg,4ed7759df88e181112ad3baaa47082c4,cat,1,8,"The image displays a cat in an emaciated state, strongly supporting a BCS of 1/9. The rib cage is starkly visible, with individual ribs protruding significantly due to a complete lack of fat cover. The dorsal spinous processes form a sharp, continuous ridge along the spine, and the pelvic bones are sharply prominent. From the side profile, there is an extreme abdominal tuck, with the belly drawn up tightly toward the spine. The waist appears severely narrowed behind the rib cage. There is zero evidence of fat deposits anywhere on the body, and severe muscle wasting is apparent across the shoulders, hindquarters, and limbs, giving the animal a highly skeletal appearance."
25149,datasets/cat_10k/images/533bc9a33d646d59963053b3840c08cc.jpg,533bc9a33d646d59963053b3840c08cc,cat,1,9,"Severe muscle wasting is evident across the body, particularly the limbs. The spine and pelvic bones are sharply prominent and easily visible. Extreme abdominal tuck and overall skeletal appearance indicate a complete lack of fat."
41715,datasets/cat_10k/images/55430a8c81040aef1a6ddf163c856882.jpg,55430a8c81040aef1a6ddf163c856882,cat,1,9,"Based on the clear side profile, the cat exhibits extreme emaciation characteristic of a BCS 1. The rib cage is starkly prominent, with the outline of individual ribs clearly visible, indicating a complete absence of fat cover. The spine forms a sharp, distinct ridge along the back, and the pelvic bones protrude sharply at the hindquarters. There is a severe, exaggerated abdominal tuck, with the abdomen drawn up tightly behind the rib cage. The limbs appear very slender, pointing to severe muscle wasting, and there are absolutely no visible fat deposits on the body, face, or limbs."
41740,datasets/cat_10k/images/57239deac5c4a6eecf6bd91b64ae6093.jpg,57239deac5c4a6eecf6bd91b64ae6093,cat,1,5,"From this top-down perspective, the cat exhibits extreme skeletal prominence consistent with a BCS of 1. The individual ribs protrude sharply outward with absolutely no evidence of fat covering. The spine forms a distinct, sharp ridge down the center of the back, and the pelvic bones jut out severely at the hind end. There is an extreme, exaggerated waist definition behind the ribs, creating a severe hourglass shape that indicates a complete absence of subcutaneous fat and severe muscle wasting."
41719,datasets/cat_10k/images/5edb21be50b09fc29138eed05632432a.jpg,5edb21be50b09fc29138eed05632432a,cat,1,5,"Based on the provided image, the visual evidence supporting a BCS of 1 (Emaciated) includes an extremely narrow and angular overall body shape. The visible limbs are spindly and lack normal muscle definition, indicating severe muscle wasting and a complete absence of fat cover. The chest is very narrow, and the flank area visible behind the front limbs appears deeply hollowed, suggesting a severe abdominal tuck. The face and neck are also thin with prominent angularity. Although the frontal angle obscures the spine, pelvis, and a top-down view of the waist, the extreme thinness of the visible anterior torso and limbs is consistent with an emaciated state with no palpable fat."
41721,datasets/cat_10k/images/62c13ba9f06c86ea0c1dc9fbbe339c37.jpg,62c13ba9f06c86ea0c1dc9fbbe339c37,cat,1,7,"Based on the provided image, the cat exhibits severe emaciation consistent with a BCS of 1/9. The thorax is extremely narrow, indicating that the ribs would be highly visible and easily palpable with absolutely no fat cover. From this front-angled perspective, there is a severe, deep indentation visible along the right flank behind the ribcage, demonstrating an extreme waistline and a completely hollowed abdomen. The limbs, particularly the front legs, appear spindly and bony, showing significant muscle wasting and a complete lack of subcutaneous fat. Furthermore, the head appears disproportionately large compared to the frail, gaunt body, which is a classic visual indicator of severe overall muscle and fat depletion."
18843,datasets/cat_10k/images/6586a3cf54ab67a4d3762d1b9a4e12ec.jpg,6586a3cf54ab67a4d3762d1b9a4e12ec,cat,1,9,"The cat exhibits severe emaciation. Ribs, spine, and pelvic bones are starkly prominent and easily visible. There is a severe abdominal tuck and obvious muscle wasting, particularly over the hindquarters and back. The short fur and standing pose allow for clear assessment of all key landmarks."
2229,datasets/cat_10k/images/66309c456b3985d31acc2752666421d2.jpg,66309c456b3985d31acc2752666421d2,cat,1,8,"The cat shows signs of severe muscle wasting. The spine is highly prominent and jagged, pelvic bones are protruding sharply, and ribs are visible. There is a severe abdominal tuck, indicating a lack of body fat."
41714,datasets/cat_10k/images/672e24a2645dbb5e5b9eae7b4115e1c4.jpg,672e24a2645dbb5e5b9eae7b4115e1c4,cat,1,9,"In this clear side-profile view, the cat exhibits an extreme and severe abdominal tuck, with the belly line curving sharply and deeply upwards behind the ribcage, indicating a complete absence of abdominal fat. The flank area is deeply sunken, suggesting that the ribs would be starkly visible and easily palpable with absolutely no fat covering. The pelvic region and hindquarters appear highly angular and bony, pointing to severe muscle wasting and a lack of any fat deposits. The limbs are noticeably thin, further supporting significant loss of overall muscle mass. The entire silhouette is skeletal and lacks any healthy contours, which is consistent with an emaciated state and a BCS of 1."
25168,datasets/cat_10k/images/67f6e68ab7fb310d3dacbf09529035cf.jpg,67f6e68ab7fb310d3dacbf09529035cf,cat,1,9,"Extremely prominent spine, ribs, and pelvic bones are clearly visible. There is a complete absence of visible fat and severe muscle wasting, particularly over the dorsal and pelvic regions, indicating an emaciated state."
25259,datasets/cat_10k/images/692273d5445e142893a8a7f2a9676eed.jpg,692273d5445e142893a8a7f2a9676eed,cat,1,9,"The cat exhibits severe emaciation. Ribs, spine, and pelvic bones are starkly prominent and easily visible. There is a severe abdominal tuck and obvious muscle wasting, particularly over the hindquarters and back. The short fur and standing pose allow for clear assessment of all key landmarks."
4088,datasets/cat_10k/images/6d927330aa6a21975a1ed7c5ad3f4aec.jpg,6d927330aa6a21975a1ed7c5ad3f4aec,cat,1,8,"The cat exhibits severe muscle wasting. The spine, pelvic bones, and ribs are sharply protruding and easily visible. There is a severe abdominal tuck. The wet or matted fur clings tightly to the body, clearly revealing an emaciated skeletal structure with no apparent fat covering."
41726,datasets/cat_10k/images/6ea287545fe61f165aba38e0576cb6eb.jpg,6ea287545fe61f165aba38e0576cb6eb,cat,1,8,"The image provides a clear side profile revealing severe emaciation consistent with a BCS of 1/9. There is an extreme abdominal tuck, with the belly drawn sharply upward toward the spine. The skeletal structure is highly prominent: the rib cage is clearly visible with individual ribs protruding, the spine forms a sharp, jagged ridge along the dorsal line, and the pelvic bones are starkly angular and protruding at the hindquarters. There is a complete absence of visible fat covering, accompanied by severe muscle wasting that is particularly evident in the thin neck, hollowed flanks, and bony limbs. The overall silhouette is entirely skeletal."
25073,datasets/cat_10k/images/718380ab25d7fbe00fd2650c90ade0be.jpg,718380ab25d7fbe00fd2650c90ade0be,cat,1,9,"Severe muscle wasting is evident on the limbs. The spine and pelvic bones are sharply protruding and easily visible, indicating an emaciated state with no apparent fat reserves."
5280,datasets/cat_10k/images/7a57da5f5a17e7d171d504f59f7d530d.jpg,7a57da5f5a17e7d171d504f59f7d530d,cat,1,7,"Severe emaciation is evident. The spine forms a sharp, highly visible ridge. Ribs and pelvic bones are clearly protruding with no apparent fat covering and severe muscle wasting."
25155,datasets/cat_10k/images/7a62e6b6cb3b69304b56604e7768b5a4.jpg,7a62e6b6cb3b69304b56604e7768b5a4,cat,1,8,"The cat shows signs of severe muscle wasting. The spine is highly prominent and jagged, pelvic bones are protruding sharply, and ribs are visible. There is a severe abdominal tuck, indicating a lack of body fat."
41736,datasets/cat_10k/images/7b5046c952e265031078fb80e261f72f.jpg,7b5046c952e265031078fb80e261f72f,cat,1,9,"The image displays classic signs of severe emaciation consistent with a BCS of 1/9. The ribs are sharply visible and protruding along the thorax with no discernible fat cover. The spine forms a distinct, sharp ridge along the back, and the pelvic bones are highly prominent, protruding severely at the hindquarters. There is an extreme abdominal tuck visible from this lateral angle, and the waist is deeply sunken. Furthermore, there is evidence of severe muscle wasting, particularly over the hind limbs, lumbar region, and shoulders, giving the cat an overall skeletal appearance with zero palpable or visible fat deposits."
25089,datasets/cat_10k/images/7b8c1fccd77ea9e92deae97bcea7a98a.jpg,7b8c1fccd77ea9e92deae97bcea7a98a,cat,1,8,"The cat presents with an extremely narrow silhouette and spindly limbs, indicating severe muscle wasting and lack of fat. The head appears disproportionately large compared to the body, a classic visual sign of emaciation. The overall lack of body volume is profound."
41720,datasets/cat_10k/images/7fab2aadfade0e0c9d01641994488acd.jpg,7fab2aadfade0e0c9d01641994488acd,cat,1,3,"Due to the direct head-on camera angle, the primary landmarks used for Body Condition Scoring—such as the ribs, spine, pelvis, waistline (from above), and abdominal tuck (from the side)—are entirely obscured. However, the visible features strongly support the assigned BCS of 1. The cat's chest is exceptionally narrow, indicating a complete lack of fat covering and severe muscle wasting in the pectoral region. The visible front limbs appear extremely thin and bony, further evidencing significant loss of muscle mass. The face is angular and lacks any subcutaneous fat deposits. The overall impression from this frontal view is of a skeletal frame with minimal to no tissue covering, consistent with an emaciated state."
5192,datasets/cat_10k/images/86b2dd65e1c81b0e6b94fdbbc7b560f1.jpg,86b2dd65e1c81b0e6b94fdbbc7b560f1,cat,1,7,"The cat exhibits severe muscle wasting, particularly visible on the face and forelimbs. Despite the long fur, the overall body shape appears extremely angular and frail, indicating prominent underlying skeletal structure and a complete lack of fat reserves."
25159,datasets/cat_10k/images/8ef0416409f99632a46f00824f0c6354.jpg,8ef0416409f99632a46f00824f0c6354,cat,1,8,Severe prominence of the spine and pelvic bones. Deep abdominal tuck and sunken flanks indicating significant muscle wasting and lack of fat.
41722,datasets/cat_10k/images/9319658febce400b5d09cbd463df8bc8.jpg,9319658febce400b5d09cbd463df8bc8,cat,1,8,"The visual evidence strongly supports a BCS of 1/9 (Emaciated). The cat exhibits a profound, extreme abdominal tuck with deeply hollowed flanks visible just behind the ribcage. The pelvic bones (ilium) protrude sharply and are highly visible near the base of the tail. The overall body shape is starkly angular rather than rounded, indicating a complete lack of fat deposits. Furthermore, the limbs appear exceptionally thin and spindly, which points to severe muscle wasting. The chest and rib area are extremely narrow, consistent with zero fat cover."
41733,datasets/cat_10k/images/948e261ae44de067595c5b8713624900.jpg,948e261ae44de067595c5b8713624900,cat,1,8,"Based on the rear view of this cat, there is clear visual evidence supporting a BCS of 1 (Emaciated). The most prominent feature is the severe protrusion of the pelvic bones, which form sharp, highly visible angles with absolutely no fat covering. The spine is also clearly discernible as a sharp ridge running down the center of the back. There is an extreme, dramatic narrowing at the waist, indicating a complete lack of abdominal fat and significant muscle wasting. The hindquarters and legs appear very thin and bony, further emphasizing the severe loss of muscle mass. The overall skeletal structure is glaringly obvious, consistent with an emaciated state."
290,datasets/cat_10k/images/94cbc4cf2cd2ea132a712638047da681.jpg,94cbc4cf2cd2ea132a712638047da681,cat,1,9,"Severe muscle wasting is evident, particularly on the hind limbs and along the back. The spine, ribs, and pelvic bones are starkly prominent and easily visible. There is an extreme abdominal tuck, indicating a complete lack of fat reserves."
25070,datasets/cat_10k/images/9b6cb1dd9d12afa9314631c85a93a478.jpg,9b6cb1dd9d12afa9314631c85a93a478,cat,1,8,"Severe muscle wasting is evident. The spine forms a sharp, prominent ridge. Ribs and pelvic bones are clearly visible with no apparent fat covering."
41716,datasets/cat_10k/images/9d4bc3b75ad4573dab6709ebc962d296.jpg,9d4bc3b75ad4573dab6709ebc962d296,cat,1,9,"The image displays a cat from a clear lateral view, revealing an emaciated body condition consistent with a BCS of 1/9. The ribs are sharply defined and easily visible along the thorax, indicating a complete absence of fat covering. The skeletal structure is highly prominent overall; the spine forms a distinct, bumpy ridge along the dorsal line, and the pelvic bones protrude sharply at the hindquarters. A severe abdominal tuck is present, with the abdomen drawn tightly upwards towards the spine. The limbs appear very thin and lack mass, suggesting severe muscle wasting alongside the complete lack of visible fat deposits across the body."
25182,datasets/cat_10k/images/a05ea1a65f3cf76fdb6df36cedb1a4d3.jpg,a05ea1a65f3cf76fdb6df36cedb1a4d3,cat,1,7,"The cat exhibits severe muscle wasting, particularly visible on the face and forelimbs. Despite the long fur, the overall body shape appears extremely angular and frail, indicating prominent underlying skeletal structure and a complete lack of fat reserves."
41725,datasets/cat_10k/images/a33080218c0aecaf9e6506311775a871.jpg,a33080218c0aecaf9e6506311775a871,cat,1,8,"The image displays a cat in a severe state of emaciation, consistent with a BCS of 1/9. From the side profile, there is an extreme, exaggerated abdominal tuck, with the flank completely hollowed out behind the rib cage. The pelvic bones are sharply prominent and protruding, indicating a complete lack of fat cover and severe muscle wasting in the hindquarters. The spine appears prominent along the dorsal line, and the overall skeletal frame is starkly visible. The limbs are extremely thin, lacking normal muscle mass, and there is zero visual evidence of fat deposits anywhere on the body."
41732,datasets/cat_10k/images/a447d4df9fb1f4143db911412a5e1481.jpg,a447d4df9fb1f4143db911412a5e1481,cat,1,8,"Based on the dorsal-posterior view of this cat, there is clear visual evidence supporting a BCS of 1/9 (emaciated). The most prominent feature is the severe protrusion of the pelvic bones (wings of the ilia) and the spine, which form sharp, distinct ridges with absolutely no fat covering. An extreme, exaggerated waistline is visible behind the ribs, creating a severe hourglass shape. The ribs are clearly visible along the flanks even from this rear angle. Furthermore, the hind limbs appear highly angular, indicating severe muscle wasting in the thighs and hindquarters. The overall skeletal appearance and complete lack of visible fat deposits confirm an emaciated state."
25184,datasets/cat_10k/images/af7d373c202a43caa9cf28a9b5da7270.jpg,af7d373c202a43caa9cf28a9b5da7270,cat,1,7,"Severe emaciation is evident. The spine forms a sharp, highly visible ridge. Ribs and pelvic bones are clearly protruding with no apparent fat covering and severe muscle wasting."
22032,datasets/cat_10k/images/b443404bec633fb0a706cb8bc86264f6.jpg,b443404bec633fb0a706cb8bc86264f6,cat,1,8,"The cat exhibits severe muscle wasting and a complete lack of fat covering. The spine and pelvic bones are sharply prominent and easily visible, forming distinct ridges even while the cat is lying down."
3403,datasets/cat_10k/images/b700341a5b0e7b00700b84057233d0af.jpg,b700341a5b0e7b00700b84057233d0af,cat,1,9,"Extremely prominent spine, ribs, and pelvic bones are clearly visible. There is a complete absence of visible fat and severe muscle wasting, particularly over the dorsal and pelvic regions, indicating an emaciated state."
41739,datasets/cat_10k/images/b7fe591f4ed0b9473c0722d0d1d0d20c.jpg,b7fe591f4ed0b9473c0722d0d1d0d20c,cat,1,8,"The visual evidence strongly supports a BCS of 1/9 (Emaciated). The cat exhibits a skeletal appearance with zero visible fat cover. The spine forms a sharp, continuous ridge along the entire back, and the pelvic bones are starkly protruding near the base of the tail. Individual ribs are clearly visible along the thorax. From this side profile, there is a severe, extreme abdominal tuck, with the flank completely hollowed out and rising sharply immediately behind the rib cage. Furthermore, there is evidence of severe muscle wasting, particularly noticeable in the lack of mass over the hindquarters, shoulders, and along the vertebral column, leaving the skeletal structure entirely exposed."
22242,datasets/cat_10k/images/b9213b945fc81f2718ad72f1dadd0451.jpg,b9213b945fc81f2718ad72f1dadd0451,cat,1,6,Severe muscle wasting and lack of fat are evident. The spine and pelvic bones protrude sharply and are easily visible despite the lying pose. Ribs are also discernible.
25226,datasets/cat_10k/images/be2c45bd16b162516c6f5ce3f8c2d3ed.jpg,be2c45bd16b162516c6f5ce3f8c2d3ed,cat,1,8,"Severe muscle wasting is evident, with the spine and pelvic bones forming sharp, easily visible ridges. The face is gaunt and there is no discernible fat covering, indicating an emaciated state."
403,datasets/cat_10k/images/c34b8c5582ceddc7af8354417f3ef8f4.jpg,c34b8c5582ceddc7af8354417f3ef8f4,cat,1,8,"Severe muscle wasting is evident. The spine and pelvic bones are highly prominent and easily visible despite the fur. Overall body mass is extremely low, indicating a complete lack of fat reserves."
25144,datasets/cat_10k/images/c60eb72641cce94bd4d4dccc637e88fe.jpg,c60eb72641cce94bd4d4dccc637e88fe,cat,1,8,"The cat exhibits severe muscle wasting, particularly noticeable on the limbs and along the back. The spine is sharply prominent and easily visible despite the fur. The overall appearance is extremely gaunt, indicating a complete lack of fat reserves."
41734,datasets/cat_10k/images/c6286e0dc6d80037328ee9193f856a20.jpg,c6286e0dc6d80037328ee9193f856a20,cat,1,7,"Viewed from the rear, the cat exhibits extreme thinness consistent with emaciation. The pelvic bones are sharply protruding and highly angular, indicating a complete lack of fat cover. The spine forms a sharp, prominent ridge along the dorsal line. There is severe muscle wasting evident in the hindquarters and thighs, which appear hollowed out and spindly rather than rounded with muscle. The waist, visible on the left flank, shows a severe, exaggerated narrowing. The overall skeletal appearance and lack of any visible fat deposits strongly support a BCS of 1."
25289,datasets/cat_10k/images/c7332ab4d60f73c2151d2145f80f1449.jpg,c7332ab4d60f73c2151d2145f80f1449,cat,1,8,"The cat exhibits severe muscle wasting and a complete lack of fat covering. The spine and pelvic bones are sharply prominent and easily visible, forming distinct ridges even while the cat is lying down."
41730,datasets/cat_10k/images/c8475ee30608306b3980d650e332d762.jpg,c8475ee30608306b3980d650e332d762,cat,1,8,"Based on the visual evidence in this rendered model, the cat exhibits features consistent with extreme emaciation (BCS 1). There is a severe, exaggerated hollowing of the flanks and an extreme waistline visible behind the ribcage, indicating a complete lack of body fat. A dramatic abdominal tuck is present, with the abdomen drawn sharply upward and inward. The pelvic bones, hips, and spine appear highly angular and prominent. Furthermore, the hindquarters and limbs are exceptionally thin, suggesting severe muscle wasting alongside the total absence of fat deposits."
25181,datasets/cat_10k/images/c8f7ddda50efa4041c3e487ba934d799.jpg,c8f7ddda50efa4041c3e487ba934d799,cat,1,8,"The cat's shaved body clearly reveals severe muscle wasting and a complete lack of fat covering. The spine, ribs, and pelvic bones are starkly visible and prominent, indicating an emaciated state."
25174,datasets/cat_10k/images/cb27adcfa4a7de04812ab2a6c86efa9a.jpg,cb27adcfa4a7de04812ab2a6c86efa9a,cat,1,8,"The cat exhibits severe muscle wasting. The spine, pelvic bones, and ribs are sharply protruding and easily visible. There is a severe abdominal tuck. The wet or matted fur clings tightly to the body, clearly revealing an emaciated skeletal structure with no apparent fat covering."
