filename,bcs,reasoning,original_label
9b670677a87cd66656f3aa0607145c2c.jpg,1,"The dog exhibits severe emaciation with all ribs, vertebrae, and hip bones easily visible and prominent. There is virtually no palpable or visible fat cover, indicative of a Body Condition Score of 1 (Out of 9).",underweight_dogs
2e4ea820abcdd0e2ef998cf4984638f2.jpg,1,"This dog exhibits severe emaciation. Ribs, spine, and hip bones are extremely prominent and visible. There is no palpable fat, and a severe abdominal tuck is present. This meets the criteria for a BCS of 1 (Severely Emaciated).",underweight_dogs
5fb24e6c741c281add139b0b9fb86fd5.jpg,2,"The dog exhibits extreme emaciation. Ribs, spine, and hip bones are highly prominent and visible, and there is no palpable fat covering. The abdominal tuck is severe.",underweight_dogs
f142e8293c150d8a304005d34b63546d.jpg,2,"The dog exhibits extreme emaciation. Ribs, spine, and pelvis are clearly visible and look angular. There is a severe abdominal tuck and no palpable fat cover. This fits the description of BCS 1 or 2, leaning towards 2 due to some visible muscle mass remaining.",underweight_dogs
f41e2d49539607708ecc06402b3b530e.jpg,2,"The dog appears very thin, consistent with the 'underweight' pre-categorization. Based on the visible conformation from this angle, the ribs, hip bones, and spine appear prominent, suggesting a BCS of 2 (Very Thin/Emaciated).",underweight_dogs
79bd890c24df53aaa215d625911d6551.jpg,2,"The dog appears significantly underweight. Ribs, hip bones, and spinal processes are visible and easily palpable due to minimal fat coverage. There is a severe abdominal tuck.",underweight_dogs
c8673060d5fbf7799475ca9681ccad06.jpg,2,"Ribs are clearly visible and easily felt due to minimal fat cover. There is a noticeable, exaggerated abdominal tuck and the pelvic bones are prominent, consistent with a BCS of 2 (Very Thin/Underweight).",underweight_dogs
d6319039f56d1300467bd27f50581ffd.jpg,1,"The dog in the main image exhibits severe emaciation. The ribs, spine, and hip bones are highly visible with no palpable fat cover, which is characteristic of a BCS of 1 (Poor/Emaciated). The inset image shows the dog significantly improved (likely BCS 4 or 5), but the assessment must be based on the primary image provided, which shows extreme underweight condition.",underweight_dogs
a51ff1325ad1ace3dc021351e19402c0.jpg,2,"The dog appears emaciated. Ribs, spine, and hip bones are highly visible and prominent, indicating a significant lack of body fat and muscle mass. This aligns with the 'underweight_dogs' pre-categorization and suggests a BCS of 1 or 2.",underweight_dogs
222f680e2d83037689bf08d8ccd29538.jpg,2,"The dog exhibits extreme emaciation. Ribs, hip bones, and spinal processes are very prominent and easily visible and palpable, indicating severe lack of body fat and muscle mass. The abdominal tuck is extremely pronounced.",underweight_dogs
3e6de48e7ebb7436368cc3d035c5ec01.jpg,2,"The dog exhibits extreme emaciation. Ribs, spine, and hip bones are clearly visible and highly prominent, indicating severe underweight status (BCS 1-3). The severe visibility of the ribs strongly suggests a BCS of 2.",underweight_dogs
0ce3e44c9f2729410a718f5289c9c171.jpg,1,"The dog exhibits extreme emaciation. Ribs, spine, and hip bones are all visibly prominent (skeletal appearance). There is no palpable fat, and the abdomen shows a severe tuck. This clearly places the dog at the lowest end of the underweight scale.",underweight_dogs
09d3c1fba8cfb43d29413a8b1bf4d608.jpg,2,The dog exhibits severe loss of body fat. The ribs are clearly visible and easily palpable (skeletal appearance). There is a very prominent abdominal tuck and no palpable fat covering the spine or hips. This aligns with a BCS of 2 (Very Thin/Emaciated).,underweight_dogs
3cd5f5dbf7a0cce4fe866d143d496a88.jpg,1,"The dog is extremely thin. The ribs, spine, and pelvic bones are all visibly prominent, suggesting severe emaciation. This aligns with BCS 1, which is characteristic of the 'underweight_dogs' category.",underweight_dogs
6e08e2cdcb9803bdc2093394372e6bb1.jpg,1,"The dog is extremely thin. Ribs, spine, and hip bones are all severely prominent and visible. There is no palpable fat layer, indicating a BCS of 1 (Emaciated).",underweight_dogs
b5dd59475e76451ab67ca492550d827e.jpg,3,"The dog appears quite lean. While lying down makes precise assessment difficult, there is a noticeable narrowing toward the rear, suggesting a defined waist. The overall frame looks slender, consistent with the 'underweight' category and leaning towards the lower end of the scale (BCS 3, very thin but not emaciated like BCS 1-2). Ribs are likely easily palpable with little fat cover.",underweight_dogs
25d3f42d7165f81a4f97e4a71ffe574c.jpg,2,"The dog is visibly underweight, with ribs, hip bones, and vertebrae clearly apparent and easily palpable due to a lack of fat cover. There is a severe abdominal tuck.",underweight_dogs
da2aebab724310c84cc7bd6a88ea8182.jpg,2,"The dog appears severely underweight. Ribs and spinal processes are clearly visible and prominent, and there is a significant tuck in the abdomen, consistent with a BCS of 2 (very thin/emaciated).",underweight_dogs
079328ca4eb9f0188e38c1107cd716c3.jpg,5,"The dog appears to be at an ideal weight (BCS 5). The ribs are not easily visible but likely palpable with light pressure. There appears to be a moderate abdominal tuck and waist from the visible angles, consistent with a healthy weight.",underweight_dogs
8902e71864dc3281c4cb30bb63b5af51.jpg,2,"The dog exhibits a very lean body condition. Ribs, lumbar vertebrae, and hip bones are clearly visible and easily palpable with minimal fat cover. There is a significant abdominal tuck. This corresponds to a BCS of 2 (Very Thin).",underweight_dogs
f550f3569f8d86aa3df3b1b3313e801a.jpg,1,"The dog exhibits severe emaciation. Ribs, spine, and hip bones are highly prominent and easily visible, indicating extreme loss of muscle mass and fat reserves. This corresponds to a BCS of 1.",underweight_dogs
7b44bff4190119b4ac5bc24099b9c109.jpg,2,"The dog exhibits severe emaciation. Ribs are highly prominent and easily visible. There is no discernible fat cover, and the waist and abdominal tuck are severely diminished or absent due to muscle/fat wasting, characteristic of a BCS 2 (Severely Underweight).",underweight_dogs
a662bfaa2200dfab82944d4db4f1b831.jpg,2,"The dog appears significantly underweight, showing a marked tuck at the abdomen, prominent hip bones, and likely easily palpable/visible ribs. This aligns with a BCS of 2.",underweight_dogs
9b0bd5d1c2a8ac9d8bf3cba6a6a6697a.jpg,2,"The dog appears significantly thin. Ribs, hip bones, and a prominent spine are suggested by the body contours. A severe abdominal tuck is evident, consistent with the 'underweight_dogs' categorization and a BCS of 1-3.",underweight_dogs
e65ffd80160ac62404201ec90d901f72.jpg,4,"The dog appears lean with a visible tuck-up from the side view (though partially obscured by the lying position), and the waist seems defined from the top. Ribs are likely palpable with minimal fat coverage, suggesting a healthy weight or slightly lean end of normal. Given the 'underweight_dogs' pre-categorization, BCS 4 is assigned as it represents the ideal weight boundary, fitting a very lean but healthy appearance.",underweight_dogs
cd004b88891b70cf6906a1f5ad9d387f.jpg,2,"This Saluki exhibits extreme leanness typical of a very low BCS. Ribs, lumbar vertebrae, and pelvic bones appear prominent or visible, and there is a significant abdominal tuck. Given the pre-categorization as 'underweight_dogs', this aligns with a BCS of 2, indicating severely underweight with minimal fat cover.",underweight_dogs
acec8c4958ccb78a534e3045dcf5d825.jpg,2,"The dog appears significantly underweight. Ribs are visible, there is a pronounced waist/hourglass shape from above, and a very severe abdominal tuck is evident from the side view. This fits the description of BCS 2 (Very Thin).",underweight_dogs
0221df47f249444135480b6e41ba5ab2.jpg,2,"The dog exhibits extreme body condition: ribs, hip bones, and spine are clearly visible and look prominent. There is a severe abdominal tuck. This aligns with a BCS of 2 (Severely Underweight).",underweight_dogs
5add8414cea658bb2c0619e5205cb38e.jpg,1,"The dog is extremely emaciated. Ribs, spine, and hip bones are all severely prominent and easily visible, with no palpable fat covering. This indicates a BCS of 1 (Emaciated).",underweight_dogs
0e6c756260b7f04e6ef304bd3678c8cf.jpg,3,"The dog appears very lean. Ribs are easily visible, and there is a significant tuck to the abdomen. This indicates an underweight condition, likely a BCS of 3.",underweight_dogs
aa2e9529ca39f49172f41feb23be7380.jpg,2,"The dog shows extreme rib definition (visible and prominent), a severe abdominal tuck, and no discernible fat covering. This indicates a BCS of 2, consistent with the 'underweight_dogs' categorization.",underweight_dogs
54e1248bf0089545fdd46e4c405fe3d2.jpg,1,"The dog appears extremely emaciated. Ribs, spine, and hip bones are highly prominent/visible, indicating severe lack of body fat and muscle mass. The abdominal tuck is severe.",underweight_dogs
592cb3a675f4b42591a62d6634770b4d.jpg,2,"The dog is clearly emaciated. Ribs, hip bones, and lumbar vertebrae are all visible. There is a significant abdominal tuck and no palpable fat cover. This aligns with the 'underweight' category, specifically BCS 2 (Severely Underweight).",underweight_dogs
43a24c092b07a7dd0f4a89cae9173831.jpg,1,"The dog exhibits extreme emaciation. Ribs, spine, and pelvic bones are clearly visible and sharply angular, with no palpable fat cover. Severe muscle wasting is evident.",underweight_dogs
44e7a4e5899c2e2a491891bba00aeff7.jpg,2,"The dog is visibly emaciated. Ribs, backbone, and hip bones are clearly discernible/prominent, indicating severe underweight condition, consistent with a BCS of 2.",underweight_dogs
6c8a6c8a05bcca8b8b65e85009239e09.jpg,3,"The dog appears visibly lean. Based on the context of being 'underweight_dogs', this dog shows the characteristics of a BCS 3: ribs are easily palpable with minimal fat covering, and a visible waist/tuck is expected (though the side view is obscured, the overall frame suggests leanness).",underweight_dogs
51ac9b1d6bed8e164d220ad74660e041.jpg,2,"This appears to be a sighthound (like a Greyhound or Whippet), which naturally have a leaner build. However, based on the visible skeletal structure, the ribs, hip bones, and spinal processes appear prominent and easily visible/palpable, even without touch. The abdominal tuck is extreme. This presentation strongly suggests a BCS of 2, falling into the severely underweight category.",underweight_dogs
c241daf4947c69dc9e54c8ce088c0b7e.jpg,1,"The dog exhibits extreme emaciation. Ribs, spine, and pelvic bones are severely prominent and easily visible and palpable, with no discernible fat cover. There is a pronounced abdominal tuck and no visible waist.",underweight_dogs
599e0b50add9f4a77d46f38aa01e986e.jpg,2,"The dog is clearly underweight. The ribs are highly visible, and there is a severe lack of palpable fat over the lumbar vertebrae and pelvic bones. There is an extreme abdominal tuck visible from the top view, characteristic of BCS 1 or 2.",underweight_dogs
ced79f5ed9d17448ea563dc9a7dc53f9.jpg,1,"The dog is severely emaciated. Ribs, spine, and pelvic bones are highly prominent and visible. There is virtually no palpable fat, indicating a BCS of 1 (Poor/Emaciated). Expected category 'underweight_dogs' is confirmed.",underweight_dogs
856e4f536c49547936c00ae3f2e90d18.jpg,1,"The dog exhibits extreme emaciation. Ribs, hip bones, and vertebral processes are all visibly prominent, indicating severe loss of both fat and muscle mass. The abdominal tuck is severe. This aligns with a BCS of 1 (Severely Thin/Emaciated).",underweight_dogs
e9a1cb086f6659c108958ac9127c4306.jpg,2,"The dog in the foreground (which is clearer) exhibits very prominent ribs, a severe waist tuck, and a highly visible, sharp abdominal tuck, indicating a severely underweight condition (BCS 1-3). Given the visible definition, a BCS of 2 is appropriate.",underweight_dogs
cf130d3a835a7838f31aa808b9f2c628.jpg,1,"The dog is severely emaciated. Ribs, spine, and hip bones are extremely prominent and visible. There is no palpable fat cover, and the abdominal tuck is very severe. This matches BCS 1 (emaciated/severely underweight).",underweight_dogs
3a2882d6ab250a415a169b24aa2b5009.jpg,3,"The dog appears lean, consistent with the 'underweight_dogs' category. Ribs seem visible or easily palpable (though difficult to confirm definitive visibility while running). There is a noticeable tuck of the abdomen visible from the side view.",underweight_dogs
85372f5da849086e55affca14bd8cf28.jpg,2,"The dog is severely underweight. Ribs, hip bones, and spinal processes are clearly visible and easily palpable (based on visual evidence of extreme emaciation). There is a pronounced abdominal tuck and a significant waist. This aligns with a BCS of 1-3, and the severity suggests a 2.",underweight_dogs
a3cd68fc8c949a80d5fb52864470af00.jpg,1,"The dog is severely underweight. Ribs, backbone, and hip bones are highly visible and prominent. There is no palpable fat.",underweight_dogs
6d1d147386b07be3fcfda9fe07dbd229.jpg,2,"This dog (likely a sighthound breed like a Whippet) exhibits characteristics of being underweight. The ribs are clearly visible, there is an exaggerated waist tuck from the side view, and the overall body condition appears very lean, consistent with a BCS of 2.",underweight_dogs
396609d77071222a3c6cdd0620829c9f.jpg,1,"The dog is severely emaciated. Ribs, spine, and pelvic bones are extremely prominent and visible, indicating a severe lack of body fat and muscle mass. This aligns with a BCS of 1.",underweight_dogs
357d219e67d8609882edffcf06a76e1c.jpg,1,"The dog exhibits extreme emaciation. Ribs, spine, and pelvic bones are all clearly visible and appear sharp (suggesting minimal to no fat cover). There is a severe abdominal tuck and no palpable fat over the bones.",underweight_dogs
6efd397350a6b4870b0507bee3344a3b.jpg,2,"The dog is clearly underweight. The ribs, hips, and spine are extremely prominent and visible, indicating a severe lack of body fat, consistent with a BCS of 2 (Very Thin/Emaciated).",underweight_dogs
4974f4b85a6b700aa9ec3d825da744ba.jpg,2,"This dog exhibits extreme emaciation. Ribs, spine, and hip bones are visibly protruding and easily palpable (BCS 1-2). There is a severe lack of body fat and muscle mass across the entire body, fitting the description of a BCS 2 (Very Thin).",underweight_dogs
3e1adcad5f090135a8888b153ea86f28.jpg,2,"The dog appears severely underweight. Ribs, hips, and spine are likely easily palpable with minimal fat cover, suggesting a BCS of 1 or 2. Given the visible body conformation (though obscured by skin laxity/coat condition), a BCS of 2 is assigned, representing marked muscle wasting and loss of fat reserves.",underweight_dogs
280b4acb90b6a0b40c977064753c9ac0.jpg,2,"This dog (appears to be an Italian Greyhound or similar sighthound) exhibits extreme leanness. Ribs, hip bones, and the spine are highly visible, and there is a severe abdominal tuck. This falls into the 'underweight_dogs' category, scoring 1 or 2.",underweight_dogs
1243f7628699f2713488ca9c984bc819.jpg,2,"The dog, likely a sighthound breed (Saluki), displays a very lean appearance. Ribs appear easily visible and prominent, and the waist and abdominal tuck are extremely exaggerated, which is typical for this type of dog when conditioned for show or racing, indicating a low body fat reserve (underweight category).",underweight_dogs
4d082687b59027d6eb03adf889bdb0f7.jpg,2,"The dog appears significantly thin. While a top view and side view for a clear abdominal tuck assessment are limited, the overall angular and frail appearance, combined with the pre-categorization as 'underweight_dogs', suggests a low BCS. Ribs are likely easily palpable, fitting a BCS of 2 (very thin/emaciated).",underweight_dogs
1a77b9cf8f2014a7bd34cf58be2e3fb2.jpg,2,"The dog is extremely thin. Ribs, spine, and hip bones are all highly prominent and easily visible, indicating severe fat depletion. This corresponds to a BCS of 2.",underweight_dogs
3958f3d49bde36e35841d66096cb2b6f.jpg,2,"The dog is severely underweight. The ribs, spine, and hip bones are all clearly visible, indicating a severe lack of subcutaneous fat. There is a significant abdominal tuck.",underweight_dogs
5e45fcace91a90f6df8f091ea0a32657.jpg,2,"The dog appears significantly underweight. Ribs are clearly visible, there is a severe tuck to the abdomen, and the waist/flanks look very narrow from the side angle visible.",underweight_dogs
7897cf686d3ee8c9cef8ff7c0dc563e1.jpg,2,"The dog exhibits extreme body condition, fitting the criteria for BCS 1 or 2 (underweight). Ribs, spine, and hip bones are clearly visible and highly prominent. There is a severe abdominal tuck.",underweight_dogs
6d24ec68a8d8fabf8921bfe04c58df13.jpg,2,"This dog, likely a sighthound breed, displays extreme thinness. Ribs, hips, and vertebrae appear prominently visible, and there is a severe abdominal tuck, consistent with a BCS of 2 (very thin/emaciated). The dog is clearly underweight.",underweight_dogs
5cade8ecae549b0d9782e70e4db62d6c.jpg,1,"The dog is severely emaciated. Ribs, spine, and hip bones are extremely prominent and visible from a distance, with no discernible fat cover. There is a severe abdominal tuck and no visible waist when viewed from above (though obscured, the severity of the body condition indicates BCS 1). This falls into the 'underweight' category.",underweight_dogs
096b7d37a8430f32b6c4dcc8844f34e2.jpg,1,"The dog exhibits extreme emaciation. Ribs, spine, and pelvic bones are all sharply visible and easily palpable (skeletal appearance). There is no palpable fat, and the waist and abdominal tuck are extremely prominent due to muscle/fat wasting, consistent with BCS 1.",underweight_dogs
372042d66ab3f192eadf319ea3b9aa82.jpg,3,"The dog is very lean, showing prominent ribs, hip bones, and a very defined waist and abdominal tuck, consistent with an underweight body condition score.",underweight_dogs
a862812c26b991f27f620639bfdc3f53.jpg,2,"The dog appears significantly thin, consistent with the 'underweight_dogs' categorization. Ribs are likely prominent and easily visible, there is a distinct abdominal tuck, and the waist is severely narrowed from the top view, indicating very low body fat reserves.",underweight_dogs
401cfa415bc9d85ebb7a4f3b8f709838.jpg,2,"The dog appears to be significantly underweight. The ribs are visible with little to no fat covering, and there is a clear and pronounced abdominal tuck when viewed from the side, consistent with a BCS of 2.",underweight_dogs
7aaf5dfb7a3ea740e26ffc620b9728c2.jpg,3,"The dog exhibits prominent ribs and a significant abdominal tuck, characteristic of an underweight condition, aligning with the pre-categorization.",underweight_dogs
2a3a5a91238f98eb4e345e94d3a73824.jpg,1,"The dog is emaciated, displaying extreme body wasting. Ribs, spine, and hip bones are visibly prominent and sharp, indicating severe malnutrition. This aligns with BCS 1 (Emaciated).",underweight_dogs
7c72de749577ba74804a27b5352af369.jpg,1,"The dog is extremely thin, with ribs, vertebrae, and hip bones visibly prominent, indicating severe emaciation. This corresponds to a BCS of 1.",underweight_dogs
0410e86376c35e37d77e8a533f34628b.jpg,4,"The dog appears to have a healthy body condition. Ribs are likely palpable without excessive fat cover (though confirmation requires palpation/side view), there is a discernible waist from the top, and the abdomen appears tucked when viewed from the side, consistent with a BCS of 4 (Ideal/Normal). This aligns with the 'normal' expectation range for BCS 4-5.",underweight_dogs
472c560daac917263f5d09a44dd1fe91.jpg,2,"The dog is severely underweight. Ribs, spine, and hip bones are prominently visible and easily palpable with no noticeable fat cover. There is a marked abdominal tuck.",underweight_dogs
49339af6ee41096aa54a282ddee456e8.jpg,1,"The dog shows extreme emaciation. Ribs, spine, and pelvic bones are highly visible and easily palpable. There is no palpable fat, and the abdominal tuck is severely pronounced, indicating a BCS of 1 (Severely Underweight).",underweight_dogs
adc436652283ad1e1e3b497fe1237998.jpg,2,Ribs are clearly visible and easily felt with no fat covering. There is a very prominent abdominal tuck and the waist is severely narrowed from a top view (implied by the severe tuck). This indicates severe underweight.,underweight_dogs
cb0e6382d1ad5e1146d80e47fd617a85.jpg,2,"The dog is clearly underweight. Ribs are prominent and easily visible. There is a significant tuck of the abdomen and a visible waist from above (though top-down view is limited, the side view shows extreme tuck). This fits the BCS 2 category.",underweight_dogs
135a17ab85e7f1195eee338641e5f50b.jpg,1,"Extreme emaciation. Ribs, spine, and hip bones are severely prominent and easily visible and palpable. Muscle wasting is significant, consistent with a BCS of 1.",underweight_dogs
80ed0f6398e9b203f71d1facba6d4b75.jpg,2,"The dog appears significantly underweight. From the top view, there is a very pronounced waist (hourglass shape) behind the ribs. Although the abdominal tuck isn't perfectly clear from this angle, the visible skeletal structure and overall lean appearance suggest a low body condition score, likely a 2.",underweight_dogs
1978843462cb1aaac9eb3ac77f378bcd.jpg,2,"The dog exhibits extreme body condition loss. Ribs are highly prominent and easily visible. There is no palpable fat, and the hip bones and backbone are angular and visibly pronounced. This score falls into the 'underweight' category (BCS 1-3).",underweight_dogs
7c96cb1f42a20c3d6937ba19d86b9f21.jpg,1,"The dog appears extremely emaciated. Ribs, hip bones, and spinal processes are clearly visible and angular, indicating severe lack of subcutaneous fat and muscle mass. This fits the description of BCS 1 (Severely Underweight).",underweight_dogs
ae171dc21d46deefd84844cddeb34afe.jpg,2,"The dog is severely underweight. Ribs, spine, and pelvic bones are clearly visible and prominent (BCS 1-2). There is a very dramatic tuck of the abdomen and an hourglass waist from the top view.",underweight_dogs
792f20b972595d5f06e6fbbc47481247.jpg,1,"The dog is extremely emaciated. Ribs, hip bones, and the spine are all visibly prominent and sharp. There is no palpable fat covering. The abdominal tuck is severely exaggerated.",underweight_dogs
480e71338f6c6bb219a71d24327c1be2.jpg,2,"The dog is clearly underweight. Ribs, hip bones, and the spine are likely prominent (though not all features are perfectly clear from this angle, the overall body shape suggests a low fat reserve). There is a very deep abdominal tuck.",underweight_dogs
9e8b6fb8c5014d252495b11e1b01caa1.jpg,2,"The dog appears significantly thin, consistent with the 'underweight_dogs' pre-categorization. Ribs and hip bones are likely prominent, and there is a very defined abdominal tuck. This suggests a BCS of 2.",underweight_dogs
7089099206c82ebe6c9fd9f65eab5e05.jpg,2,"The dog is severely underweight. Ribs, lumbar vertebrae, and pelvic bones are all visibly prominent, and there is no palpable fat. The abdominal tuck is extremely exaggerated.",underweight_dogs
a923181bced811edf7342f9041e00516.jpg,2,"The dog appears severely underweight. Ribs, spine, and pelvic bones are highly visible with no palpable fat cover. There is a very prominent abdominal tuck and severe muscle wasting is evident across the entire body.",underweight_dogs
95bc70e6045a349b0d055c11c6961b54.jpg,2,"The dog is severely underweight. Ribs, hips, and vertebrae are highly prominent and easily visible, suggesting a lack of significant body fat and muscle mass. This aligns with the 'underweight_dogs' pre-categorization and is characteristic of a BCS of 2.",underweight_dogs
38e8221e6ab86d0703d6f3072fa8fd62.jpg,2,"The dog appears significantly underweight. Prominent bony structures (likely ribs and hips/spine, though challenging to confirm definitive landmarks due to the skin condition and posture) seem visible or easily palpable, consistent with a BCS of 1-3. Given the visible angularity and overall thin appearance, a score of 2 is appropriate for an underweight dog.",underweight_dogs
29cf1d631abf7283cff40016b47c367a.jpg,2,"The dog exhibits extreme emaciation. Ribs, lumbar vertebrae, and pelvic bones are all prominently visible and easily palpable, indicating a severe lack of body fat and muscle mass, consistent with BCS 2 (Emaciated).",underweight_dogs
8736b660d0574a2378a5f802e6aeb241.jpg,2,"The dog appears significantly underweight. Ribs and hip bones are visible, and there is a very pronounced abdominal tuck, consistent with BCS 2.",underweight_dogs
0248efe02876ec3994b6a1664049ad3a.jpg,3,"The dog appears quite lean, suggesting it is underweight. Ribs are likely prominent or easily palpable, and the abdominal tuck is likely exaggerated, consistent with a BCS of 3.",underweight_dogs
3199f817b57c4aae81cef855225f876e.jpg,1,"The dog exhibits extreme emaciation. Ribs, hip bones, and spinal processes are highly visible and appear angular. There is no palpable fat, and a severe abdominal tuck is evident. This corresponds to BCS 1 (Severely Underweight).",underweight_dogs
68b5945d082a8275aedd850a17876311.jpg,1,"The dog is extremely emaciated. Ribs, spine, and pelvic bones are all severely visible and appear sharply defined, indicating a critical lack of body fat and muscle mass. This corresponds to a BCS of 1.",underweight_dogs
18b675c10b664060fb54eb60a6a4f5b6.jpg,2,"The dog shows extreme emaciation. Ribs, spine, and hip bones are clearly visible, and there is significant loss of muscle mass, consistent with BCS 2 (very thin/underweight category).",underweight_dogs
3922038144243b665c26f4bae5aa2c2c.jpg,2,"The dog appears severely underweight. Ribs, hips, and backbone are all clearly visible and prominent. There is no palpable fat covering, and a severe abdominal tuck is present.",underweight_dogs
b5bd712853fcd23b419a63a0e2d71b1f.jpg,2,"The dog appears significantly underweight. Ribs and hip bones are visibly prominent under the skin, indicating minimal fat cover. The abdominal tuck is exaggerated, consistent with a BCS of 2 (Very Thin).",underweight_dogs
f29f8f5c963d410cfac1336dc454c849.jpg,1,"The dog is severely emaciated. Ribs, spine, and hip bones are all prominently visible and sharp. There is an extreme abdominal tuck and no palpable fat reserves. This represents the lowest BCS category.",underweight_dogs
